,word,type,cefr,phon_br,phon_n_am,translation,definition,example
4732,shelter,verb,b2,/??elt?(r)/,/??elt?r/,庇护，遮蔽（给予某人/某物免受天气或危险影响的场所；保护）,to give somebody/something a place where they are protected from the weather or from danger; to protect somebody/something,"shelter somebody/something from somebody/something, Trees shelter the house from the wind."
4733,shift,noun,b1,/??ft/,/??ft/,轮班（一组工人在另一组下班后开始工作的时间段）,a period of time worked by a group of workers who start work as another group finishes,to work a shift
4734,shift,verb,b2,/??ft/,/??ft/,转移，移动（从一个位置或地方移动到另一个）,"to move, or move something, from one position or place to another",Lydia shifted uncomfortably in her chair.
4735,shine,verb,b1,/?a?n/,/?a?n/,发光，闪耀（产生或反射光线；明亮）,to produce or reflect light; to be bright,The sun shone brightly in a cloudless sky.
4736,shiny,adjective,b1,/??a?ni/,/??a?ni/,发光的，闪亮的（光滑明亮的；反射光线的）,smooth and bright; reflecting the light,shiny black hair
4737,ship,noun,a2,/??p/,/??p/,船（通过海洋运送人或货物的大型船只）,a large boat that carries people or goods by sea,The yard builds ships for the Navy.
4738,ship,verb,b2,/??p/,/??p/,运输，运送（通过船或其他交通工具发送或运输人/物）,to send or transport somebody/something by ship or by another means of transport,The company ships its goods all over the world.
4739,shipping,noun,c1,/???p??/,/???p??/,运输，航运（所有的船只；或通过船只进行的运输业务）,ships in general or considered as a group,The canal is open to shipping.
4740,shirt,noun,a1,/???t/,/???rt/,衬衫（穿在身体上半部的由轻薄布料制成的带袖上衣，通常带领和扣）,"a piece of clothing worn on the upper part of the body, made of light cloth, with sleeves and usually with a collar and buttons down the front",to wear a shirt 
4741,shock,noun,b2,/??k/,/?ɑ?k/,震惊（由于发生不快之事而产生的强烈惊讶感；引起此感的事）,"a strong feeling of surprise as a result of something happening, especially something unpleasant; the event that causes this feeling",I got a terrible shock the other day.
4742,shock,verb,b2,/??k/,/?ɑ?k/,使震惊（使某人感到惊讶且沮丧）,to surprise and upset somebody,"shock somebody, President Kennedy's assassination in Dallas on November 22, 1963, shocked the world."
4743,shocked,adjective,b2,/??kt/,/?ɑ?kt/,震惊的（感到惊讶且沮丧的；表现出此情绪的）,surprised and upset; showing that somebody feels surprised and upset ,I was quite shocked when I found out what he'd done.
4744,shocking,adjective,b2,/???k??/,/??ɑ?k??/,令人震惊的（冒犯或令他人沮丧的；在道德上错误的）,that offends or upsets people; that is morally wrong,shocking behaviour
4745,shoe,noun,a1,/?u?/,/?u?/,鞋（穿在脚上的皮革或塑料制品的一只）,one of a pair of objects usually made of leather or plastic that you wear on your feet,a pair of shoes
4746,shoot,noun,c1,/?u?t/,/?u?t/,嫩芽，幼苗（植物开始生长时从地里长出的部分；植物的新芽）,the part that grows up from the ground when a plant starts to grow; a new part that grows on plants or trees,new green shoots
4747,shoot,verb,b1,/?u?t/,/?u?t/,射击（发射枪支或其他武器；从武器中射出某物）,to fire a gun or other weapon; to fire something from a weapon,Don't shoot—I surrender.
4748,shooting,noun,b2,/??u?t??/,/??u?t??/,射击，枪击（人被枪击中的情况）,a situation in which a person is shot with a gun,Terrorist groups claimed responsibility for the shootings and bomb attacks.
4749,shop,noun,a1,/??p/,/?ɑ?p/,商店（可以购买商品或服务的建筑或其中一部分）,a building or part of a building where you can buy goods or services,to open/close/run a shop
4750,shop,verb,a1,/??p/,/?ɑ?p/,购物（在商店购买东西）,to buy things in shops,I shop there from time to time.
4751,shopping,noun,a1,/???p??/,/??ɑ?p??/,购物（去商店买东西或在线订购的活动）,the activity of going to shops and buying things or ordering them online,to go shopping
4752,shore,noun,b2,/???(r)/,/???r/,岸（沿着海、洋或湖边的一块土地）,"the land along the edge of the sea, the ocean or a lake",a rocky/sandy shore
4753,short,adjective,a1,/???t/,/???rt/,短的，矮的（测量或覆盖的长度或距离短的；比通常短的）,"measuring or covering a small length or distance, or a smaller length or distance than usual",He had short curly hair.
4754,short-term,adjective,b2,/????t ?t??m/,/????rt ?t??rm/,短期的（持续时间短的；仅为未来短期设计的）,lasting a short time; designed only for a short period of time in the future,a short-term loan
4755,shortage,noun,b2,/????t?d?/,/????rt?d?/,短缺（所需人或物不足的情况）,a situation when there is not enough of the people or things that are needed,food/housing/water shortages
4756,shortly,adverb,b2,/????tli/,/????rtli/,不久，很快（短时间内；不长久）,a short time; not long,She arrived shortly after us.
4757,shot,noun,b2,/??t/,/?ɑ?t/,射击，开枪（发射枪支的行为；发出的响声）,the act of firing a gun; the sound this makes,We heard some shots in the distance.
4758,should,modal verb,a1,/??d/,/??d/,应该（用于表示什么是正确的、恰当的，尤用于批评他人）,"used to show what is right, appropriate, etc., especially when criticizing somebody’s actions",You shouldn't drink and drive.
4759,shoulder,noun,a2,/????ld?(r)/,/????ld?r/,肩膀（手臂顶端与脖子之间的身体部位）,either of the two parts of the body between the top of each arm and the neck,your left/right shoulder
4760,shout,noun,a2,/?a?t/,/?a?t/,大叫（因愤怒、恐惧、兴奋等发出的响亮叫喊）,"a loud cry of anger, fear, excitement, etc.",angry shouts
4761,shout,verb,a2,/?a?t/,/?a?t/,叫喊（以响亮的嗓门说话；愤怒地对某人说话）,to say something in a loud voice; to speak loudly/angrily to somebody,Stop shouting and listen!
4762,show,noun,a1,/???/,/???/,节目，演出（电视或广播节目）,a programme on television or the radio,Millions of people watch the show.
4763,show,verb,a1,/???/,/???/,显示，展示（使某事清晰；证明某事）,to make something clear; to prove something,"show (that)…, The figures clearly show that her claims are false."
4764,shower,noun,a1,/??a??(r)/,/??a??r/,阵雨，淋浴（人站立其下洗澡的流水设备；淋浴间）,a piece of equipment producing a flow of water that you stand under to wash yourself; the small room or part of a room that contains a shower,"in the shower, He's in the shower."
4765,shrink,verb,c1,/?r??k/,/?r??k/,缩水，缩小（变得更小，尤指由于热水洗涤；使衣物等变小）,"to become smaller, especially when washed in water that is too hot; to make clothes, cloth, etc. smaller in this way",My sweater shrank in the wash.
4766,shrug,verb,c1,/?r?ɡ/,/?r?ɡ/,耸肩（抬起并放下肩膀以示不知道或不在乎）,to raise your shoulders and then drop them to show that you do not know or care about something,Sam shrugged and said nothing.
4767,shut,adjective,a2,/??t/,/??t/,关闭的（未开启的）,not open,The door was shut.
4768,shut,verb,a2,/??t/,/??t/,关上（关闭某物；变关闭）,to close something; to become closed,The window won't shut.
4769,shy,adjective,b1,/?a?/,/?a?/,害羞的（在见人或说话时感到紧张或尴尬的）,nervous or embarrassed about meeting and speaking to other people,He is not exactly the shy and retiring type.
4770,sibling,noun,b2,/?s?bl??/,/?s?bl??/,兄弟姐妹（兄弟或姐妹）,a brother or sister,squabbles between siblings
4771,sick,adjective,a1,/s?k/,/s?k/,生病的（身体或精神生病的）,physically or mentally ill,a sick child
4772,side,noun,a2,/sa?d/,/sa?d/,侧面（由假想中心线分成的平面、物体或区域的一半）,"either of the two halves of a surface, an object or an area that is divided by an imaginary central line",the right side of the brain
4773,sigh,noun,c1,/sa?/,/sa?/,叹息（叹气的行为或声音）,an act or the sound of sighing,to give/heave/let out a sigh
4774,sigh,verb,c1,/sa?/,/sa?/,叹气（深吸一口气并出声呼出，以示失望、悲伤或疲倦）,"to take and then let out a long deep breath that can be heard, to show that you are disappointed, sad, tired, etc.",He sighed deeply at the thought.
4775,sight,noun,b1,/sa?t/,/sa?t/,视力，视力（看的能力）,the ability to see,to lose your sight (= to become blind)
4776,sign,noun,a2,/sa?n/,/sa?n/,迹象，标志（显示某事存在、正在发生或未来可能发生的事件、事实）,"an event, an action, a fact, etc. that shows that something exists, is happening or may happen in the future"," Looking back, I should have seen the signs."
4777,sign,verb,a2,/sa?n/,/sa?n/,签名，签署（在文件上写下名字以表示它是你写的或你同意其内容）,"to write your name on a document, letter, etc. to show that you have written it, that you agree with what it says, or that it is real","Sign here, please."
4778,signal,noun,b1,/?s?ɡn?l/,/?s?ɡn?l/,信号（向他人提供信息、指令、警告等的动作或声音）,"a movement or sound that you make to give somebody information, instructions, a warning, etc.",a danger/warning/distress signal
4779,signal,verb,b1,/?s?ɡn?l/,/?s?ɡn?l/,发信号（发出动作或声音以给他人消息或命令）,"to make a movement or sound to give somebody a message, an order, etc.",Don't fire until I signal.
4780,signature,noun,b2,/?s?ɡn?t??(r)/,/?s?ɡn?t??r/,签名（你通常写名字的方式，如在支票末尾）,"your name as you usually write it, for example at the end of a letter",Someone had forged her signature on the cheque.
4781,significance,noun,b2,/s?ɡ?n?f?k?ns/,/s?ɡ?n?f?k?ns/,意义，重要性（某事的重要性，尤指其对未来的影响）,"the importance of something, especially when this has an effect on what happens in the future",a decision of major political significance
4782,significant,adjective,b2,/s?ɡ?n?f?k?nt/,/s?ɡ?n?f?k?nt/,显著的，重要的（大到或重要到足以产生影响或被注意到的）,large or important enough to have an effect or to be noticed,There are no significant differences between the two groups of students.
